"tipo_vehiculo","anio_transferencia","mes_transferencia","provincia_transferencia","letra_provincia_transferencia","cantidad_transferencias","provincia_id"
"Maquinarias",2015,5,"Buenos Aires","B",77,"06"
"Maquinarias",2015,5,"Catamarca","K",1,"10"
"Maquinarias",2015,5,"Chaco","H",2,"22"
"Maquinarias",2015,5,"Chubut","U",5,"26"
"Maquinarias",2015,5,"Ciudad Autónoma de Bs.As.","C",234,"02"
"Maquinarias",2015,5,"Córdoba","X",98,"14"
"Maquinarias",2015,5,"Corrientes","W",0,"18"
"Maquinarias",2015,5,"Entre Ríos","E",14,"30"
"Maquinarias",2015,5,"Formosa","P",0,"34"
"Maquinarias",2015,5,"Jujuy","Y",1,"38"
"Maquinarias",2015,5,"La Pampa","L",3,"42"
"Maquinarias",2015,5,"La Rioja","F",4,"46"
"Maquinarias",2015,5,"Mendoza","M",7,"50"
"Maquinarias",2015,5,"Misiones","N",1,"54"
"Maquinarias",2015,5,"Neuquén","Q",4,"58"
"Maquinarias",2015,5,"Río Negro","R",1,"62"
"Maquinarias",2015,5,"Salta","A",2,"66"
"Maquinarias",2015,5,"San Juan","J",4,"70"
"Maquinarias",2015,5,"San Luis","D",1,"74"
"Maquinarias",2015,5,"Santa Cruz","Z",1,"78"
"Maquinarias",2015,5,"Santa Fe","S",68,"82"
"Maquinarias",2015,5,"Santiago del Estero","G",1,"86"
"Maquinarias",2015,5,"Tierra del Fuego","V",1,"94"
"Maquinarias",2015,5,"Tucumán","T",9,"90"
"Maquinarias",2015,6,"Buenos Aires","B",87,"06"
"Maquinarias",2015,6,"Catamarca","K",1,"10"
"Maquinarias",2015,6,"Chaco","H",15,"22"
"Maquinarias",2015,6,"Chubut","U",1,"26"
"Maquinarias",2015,6,"Ciudad Autónoma de Bs.As.","C",225,"02"
"Maquinarias",2015,6,"Córdoba","X",117,"14"
"Maquinarias",2015,6,"Corrientes","W",9,"18"
"Maquinarias",2015,6,"Entre Ríos","E",20,"30"
"Maquinarias",2015,6,"Formosa","P",2,"34"
"Maquinarias",2015,6,"Jujuy","Y",0,"38"
"Maquinarias",2015,6,"La Pampa","L",14,"42"
"Maquinarias",2015,6,"La Rioja","F",0,"46"
"Maquinarias",2015,6,"Mendoza","M",19,"50"
"Maquinarias",2015,6,"Misiones","N",2,"54"
"Maquinarias",2015,6,"Neuquén","Q",3,"58"
"Maquinarias",2015,6,"Río Negro","R",2,"62"
"Maquinarias",2015,6,"Salta","A",4,"66"
"Maquinarias",2015,6,"San Juan","J",4,"70"
"Maquinarias",2015,6,"San Luis","D",3,"74"
"Maquinarias",2015,6,"Santa Cruz","Z",1,"78"
"Maquinarias",2015,6,"Santa Fe","S",72,"82"
"Maquinarias",2015,6,"Santiago del Estero","G",2,"86"
"Maquinarias",2015,6,"Tierra del Fuego","V",1,"94"
"Maquinarias",2015,6,"Tucumán","T",3,"90"
"Maquinarias",2015,7,"Buenos Aires","B",85,"06"
"Maquinarias",2015,7,"Catamarca","K",0,"10"
"Maquinarias",2015,7,"Chaco","H",6,"22"
"Maquinarias",2015,7,"Chubut","U",2,"26"
"Maquinarias",2015,7,"Ciudad Autónoma de Bs.As.","C",238,"02"
"Maquinarias",2015,7,"Córdoba","X",124,"14"
"Maquinarias",2015,7,"Corrientes","W",4,"18"
"Maquinarias",2015,7,"Entre Ríos","E",16,"30"
"Maquinarias",2015,7,"Formosa","P",5,"34"
"Maquinarias",2015,7,"Jujuy","Y",2,"38"
"Maquinarias",2015,7,"La Pampa","L",11,"42"
"Maquinarias",2015,7,"La Rioja","F",0,"46"
"Maquinarias",2015,7,"Mendoza","M",13,"50"
"Maquinarias",2015,7,"Misiones","N",1,"54"
"Maquinarias",2015,7,"Neuquén","Q",3,"58"
"Maquinarias",2015,7,"Río Negro","R",5,"62"
"Maquinarias",2015,7,"Salta","A",9,"66"
"Maquinarias",2015,7,"San Juan","J",1,"70"
"Maquinarias",2015,7,"San Luis","D",5,"74"
"Maquinarias",2015,7,"Santa Cruz","Z",2,"78"
"Maquinarias",2015,7,"Santa Fe","S",87,"82"
"Maquinarias",2015,7,"Santiago del Estero","G",3,"86"
"Maquinarias",2015,7,"Tierra del Fuego","V",1,"94"
"Maquinarias",2015,7,"Tucumán","T",4,"90"
"Maquinarias",2015,8,"Buenos Aires","B",76,"06"
"Maquinarias",2015,8,"Catamarca","K",2,"10"
"Maquinarias",2015,8,"Chaco","H",6,"22"
"Maquinarias",2015,8,"Chubut","U",0,"26"
"Maquinarias",2015,8,"Ciudad Autónoma de Bs.As.","C",275,"02"
"Maquinarias",2015,8,"Córdoba","X",105,"14"
"Maquinarias",2015,8,"Corrientes","W",7,"18"
"Maquinarias",2015,8,"Entre Ríos","E",24,"30"
"Maquinarias",2015,8,"Formosa","P",1,"34"
"Maquinarias",2015,8,"Jujuy","Y",0,"38"
"Maquinarias",2015,8,"La Pampa","L",12,"42"
"Maquinarias",2015,8,"La Rioja","F",5,"46"
"Maquinarias",2015,8,"Mendoza","M",14,"50"
"Maquinarias",2015,8,"Misiones","N",0,"54"
"Maquinarias",2015,8,"Neuquén","Q",9,"58"
"Maquinarias",2015,8,"Río Negro","R",2,"62"
"Maquinarias",2015,8,"Salta","A",1,"66"
"Maquinarias",2015,8,"San Juan","J",0,"70"
"Maquinarias",2015,8,"San Luis","D",5,"74"
"Maquinarias",2015,8,"Santa Cruz","Z",0,"78"
"Maquinarias",2015,8,"Santa Fe","S",62,"82"
"Maquinarias",2015,8,"Santiago del Estero","G",1,"86"
"Maquinarias",2015,8,"Tierra del Fuego","V",0,"94"
"Maquinarias",2015,8,"Tucumán","T",8,"90"
"Maquinarias",2015,9,"Buenos Aires","B",84,"06"
"Maquinarias",2015,9,"Catamarca","K",1,"10"
"Maquinarias",2015,9,"Chaco","H",8,"22"
"Maquinarias",2015,9,"Chubut","U",3,"26"
"Maquinarias",2015,9,"Ciudad Autónoma de Bs.As.","C",261,"02"
"Maquinarias",2015,9,"Córdoba","X",119,"14"
"Maquinarias",2015,9,"Corrientes","W",2,"18"
"Maquinarias",2015,9,"Entre Ríos","E",20,"30"
"Maquinarias",2015,9,"Formosa","P",1,"34"
"Maquinarias",2015,9,"Jujuy","Y",1,"38"
"Maquinarias",2015,9,"La Pampa","L",11,"42"
"Maquinarias",2015,9,"La Rioja","F",0,"46"
"Maquinarias",2015,9,"Mendoza","M",23,"50"
"Maquinarias",2015,9,"Misiones","N",1,"54"
"Maquinarias",2015,9,"Neuquén","Q",6,"58"
"Maquinarias",2015,9,"Río Negro","R",1,"62"
"Maquinarias",2015,9,"Salta","A",4,"66"
"Maquinarias",2015,9,"San Juan","J",1,"70"
"Maquinarias",2015,9,"San Luis","D",1,"74"
"Maquinarias",2015,9,"Santa Cruz","Z",4,"78"
"Maquinarias",2015,9,"Santa Fe","S",88,"82"
"Maquinarias",2015,9,"Santiago del Estero","G",2,"86"
"Maquinarias",2015,9,"Tierra del Fuego","V",0,"94"
"Maquinarias",2015,9,"Tucumán","T",6,"90"
"Maquinarias",2015,10,"Buenos Aires","B",75,"06"
"Maquinarias",2015,10,"Catamarca","K",2,"10"
"Maquinarias",2015,10,"Chaco","H",10,"22"
"Maquinarias",2015,10,"Chubut","U",4,"26"
"Maquinarias",2015,10,"Ciudad Autónoma de Bs.As.","C",252,"02"
"Maquinarias",2015,10,"Córdoba","X",150,"14"
"Maquinarias",2015,10,"Corrientes","W",2,"18"
"Maquinarias",2015,10,"Entre Ríos","E",27,"30"
"Maquinarias",2015,10,"Formosa","P",6,"34"
"Maquinarias",2015,10,"Jujuy","Y",7,"38"
"Maquinarias",2015,10,"La Pampa","L",4,"42"
"Maquinarias",2015,10,"La Rioja","F",0,"46"
"Maquinarias",2015,10,"Mendoza","M",10,"50"
"Maquinarias",2015,10,"Misiones","N",0,"54"
"Maquinarias",2015,10,"Neuquén","Q",12,"58"
"Maquinarias",2015,10,"Río Negro","R",7,"62"
"Maquinarias",2015,10,"Salta","A",14,"66"
"Maquinarias",2015,10,"San Juan","J",2,"70"
"Maquinarias",2015,10,"San Luis","D",4,"74"
"Maquinarias",2015,10,"Santa Cruz","Z",0,"78"
"Maquinarias",2015,10,"Santa Fe","S",111,"82"
"Maquinarias",2015,10,"Santiago del Estero","G",3,"86"
"Maquinarias",2015,10,"Tierra del Fuego","V",0,"94"
"Maquinarias",2015,10,"Tucumán","T",3,"90"
"Maquinarias",2015,11,"Buenos Aires","B",84,"06"
"Maquinarias",2015,11,"Catamarca","K",2,"10"
"Maquinarias",2015,11,"Chaco","H",9,"22"
"Maquinarias",2015,11,"Chubut","U",5,"26"
"Maquinarias",2015,11,"Ciudad Autónoma de Bs.As.","C",199,"02"
"Maquinarias",2015,11,"Córdoba","X",111,"14"
"Maquinarias",2015,11,"Corrientes","W",2,"18"
"Maquinarias",2015,11,"Entre Ríos","E",16,"30"
"Maquinarias",2015,11,"Formosa","P",0,"34"
"Maquinarias",2015,11,"Jujuy","Y",1,"38"
"Maquinarias",2015,11,"La Pampa","L",8,"42"
"Maquinarias",2015,11,"La Rioja","F",2,"46"
"Maquinarias",2015,11,"Mendoza","M",15,"50"
"Maquinarias",2015,11,"Misiones","N",1,"54"
"Maquinarias",2015,11,"Neuquén","Q",13,"58"
"Maquinarias",2015,11,"Río Negro","R",0,"62"
"Maquinarias",2015,11,"Salta","A",1,"66"
"Maquinarias",2015,11,"San Juan","J",0,"70"
"Maquinarias",2015,11,"San Luis","D",2,"74"
"Maquinarias",2015,11,"Santa Cruz","Z",2,"78"
"Maquinarias",2015,11,"Santa Fe","S",99,"82"
"Maquinarias",2015,11,"Santiago del Estero","G",4,"86"
"Maquinarias",2015,11,"Tierra del Fuego","V",0,"94"
"Maquinarias",2015,11,"Tucumán","T",8,"90"
"Maquinarias",2015,12,"Buenos Aires","B",77,"06"
"Maquinarias",2015,12,"Catamarca","K",0,"10"
"Maquinarias",2015,12,"Chaco","H",4,"22"
"Maquinarias",2015,12,"Chubut","U",3,"26"
"Maquinarias",2015,12,"Ciudad Autónoma de Bs.As.","C",207,"02"
"Maquinarias",2015,12,"Córdoba","X",95,"14"
"Maquinarias",2015,12,"Corrientes","W",3,"18"
"Maquinarias",2015,12,"Entre Ríos","E",15,"30"
"Maquinarias",2015,12,"Formosa","P",1,"34"
"Maquinarias",2015,12,"Jujuy","Y",5,"38"
"Maquinarias",2015,12,"La Pampa","L",4,"42"
"Maquinarias",2015,12,"La Rioja","F",0,"46"
"Maquinarias",2015,12,"Mendoza","M",23,"50"
"Maquinarias",2015,12,"Misiones","N",0,"54"
"Maquinarias",2015,12,"Neuquén","Q",7,"58"
"Maquinarias",2015,12,"Río Negro","R",4,"62"
"Maquinarias",2015,12,"Salta","A",3,"66"
"Maquinarias",2015,12,"San Juan","J",5,"70"
"Maquinarias",2015,12,"San Luis","D",4,"74"
"Maquinarias",2015,12,"Santa Cruz","Z",3,"78"
"Maquinarias",2015,12,"Santa Fe","S",78,"82"
"Maquinarias",2015,12,"Santiago del Estero","G",3,"86"
"Maquinarias",2015,12,"Tierra del Fuego","V",1,"94"
"Maquinarias",2015,12,"Tucumán","T",5,"90"
"Maquinarias",2016,1,"Buenos Aires","B",42,"06"
"Maquinarias",2016,1,"Catamarca","K",0,"10"
"Maquinarias",2016,1,"Chaco","H",6,"22"
"Maquinarias",2016,1,"Chubut","U",4,"26"
"Maquinarias",2016,1,"Ciudad Autónoma de Bs.As.","C",241,"02"
"Maquinarias",2016,1,"Córdoba","X",74,"14"
"Maquinarias",2016,1,"Corrientes","W",6,"18"
"Maquinarias",2016,1,"Entre Ríos","E",13,"30"
"Maquinarias",2016,1,"Formosa","P",7,"34"
"Maquinarias",2016,1,"Jujuy","Y",0,"38"
"Maquinarias",2016,1,"La Pampa","L",6,"42"
"Maquinarias",2016,1,"La Rioja","F",0,"46"
"Maquinarias",2016,1,"Mendoza","M",16,"50"
"Maquinarias",2016,1,"Misiones","N",0,"54"
"Maquinarias",2016,1,"Neuquén","Q",9,"58"
"Maquinarias",2016,1,"Río Negro","R",2,"62"
"Maquinarias",2016,1,"Salta","A",1,"66"
"Maquinarias",2016,1,"San Juan","J",0,"70"
"Maquinarias",2016,1,"San Luis","D",3,"74"
"Maquinarias",2016,1,"Santa Cruz","Z",2,"78"
"Maquinarias",2016,1,"Santa Fe","S",50,"82"
"Maquinarias",2016,1,"Santiago del Estero","G",0,"86"
"Maquinarias",2016,1,"Tierra del Fuego","V",1,"94"
"Maquinarias",2016,1,"Tucumán","T",4,"90"
"Maquinarias",2016,2,"Buenos Aires","B",49,"06"
"Maquinarias",2016,2,"Catamarca","K",1,"10"
"Maquinarias",2016,2,"Chaco","H",5,"22"
"Maquinarias",2016,2,"Chubut","U",1,"26"
"Maquinarias",2016,2,"Ciudad Autónoma de Bs.As.","C",236,"02"
"Maquinarias",2016,2,"Córdoba","X",77,"14"
"Maquinarias",2016,2,"Corrientes","W",3,"18"
"Maquinarias",2016,2,"Entre Ríos","E",14,"30"
"Maquinarias",2016,2,"Formosa","P",7,"34"
"Maquinarias",2016,2,"Jujuy","Y",1,"38"
"Maquinarias",2016,2,"La Pampa","L",4,"42"
"Maquinarias",2016,2,"La Rioja","F",0,"46"
"Maquinarias",2016,2,"Mendoza","M",2,"50"
"Maquinarias",2016,2,"Misiones","N",1,"54"
"Maquinarias",2016,2,"Neuquén","Q",2,"58"
"Maquinarias",2016,2,"Río Negro","R",0,"62"
"Maquinarias",2016,2,"Salta","A",1,"66"
"Maquinarias",2016,2,"San Juan","J",1,"70"
"Maquinarias",2016,2,"San Luis","D",3,"74"
"Maquinarias",2016,2,"Santa Cruz","Z",3,"78"
"Maquinarias",2016,2,"Santa Fe","S",54,"82"
"Maquinarias",2016,2,"Santiago del Estero","G",1,"86"
"Maquinarias",2016,2,"Tierra del Fuego","V",1,"94"
"Maquinarias",2016,2,"Tucumán","T",0,"90"
"Maquinarias",2016,3,"Buenos Aires","B",102,"06"
"Maquinarias",2016,3,"Catamarca","K",0,"10"
"Maquinarias",2016,3,"Chaco","H",11,"22"
"Maquinarias",2016,3,"Chubut","U",1,"26"
"Maquinarias",2016,3,"Ciudad Autónoma de Bs.As.","C",255,"02"
"Maquinarias",2016,3,"Córdoba","X",122,"14"
"Maquinarias",2016,3,"Corrientes","W",6,"18"
"Maquinarias",2016,3,"Entre Ríos","E",10,"30"
"Maquinarias",2016,3,"Formosa","P",0,"34"
"Maquinarias",2016,3,"Jujuy","Y",1,"38"
"Maquinarias",2016,3,"La Pampa","L",5,"42"
"Maquinarias",2016,3,"La Rioja","F",0,"46"
"Maquinarias",2016,3,"Mendoza","M",15,"50"
"Maquinarias",2016,3,"Misiones","N",0,"54"
"Maquinarias",2016,3,"Neuquén","Q",9,"58"
"Maquinarias",2016,3,"Río Negro","R",1,"62"
"Maquinarias",2016,3,"Salta","A",7,"66"
"Maquinarias",2016,3,"San Juan","J",0,"70"
"Maquinarias",2016,3,"San Luis","D",2,"74"
"Maquinarias",2016,3,"Santa Cruz","Z",7,"78"
"Maquinarias",2016,3,"Santa Fe","S",94,"82"
"Maquinarias",2016,3,"Santiago del Estero","G",2,"86"
"Maquinarias",2016,3,"Tierra del Fuego","V",0,"94"
"Maquinarias",2016,3,"Tucumán","T",3,"90"
"Maquinarias",2016,4,"Buenos Aires","B",93,"06"
"Maquinarias",2016,4,"Catamarca","K",2,"10"
"Maquinarias",2016,4,"Chaco","H",15,"22"
"Maquinarias",2016,4,"Chubut","U",3,"26"
"Maquinarias",2016,4,"Ciudad Autónoma de Bs.As.","C",185,"02"
"Maquinarias",2016,4,"Córdoba","X",131,"14"
"Maquinarias",2016,4,"Corrientes","W",4,"18"
"Maquinarias",2016,4,"Entre Ríos","E",18,"30"
"Maquinarias",2016,4,"Formosa","P",1,"34"
"Maquinarias",2016,4,"Jujuy","Y",1,"38"
"Maquinarias",2016,4,"La Pampa","L",7,"42"
"Maquinarias",2016,4,"La Rioja","F",2,"46"
"Maquinarias",2016,4,"Mendoza","M",2,"50"
"Maquinarias",2016,4,"Misiones","N",1,"54"
"Maquinarias",2016,4,"Neuquén","Q",26,"58"
"Maquinarias",2016,4,"Río Negro","R",0,"62"
"Maquinarias",2016,4,"Salta","A",4,"66"
"Maquinarias",2016,4,"San Juan","J",6,"70"
"Maquinarias",2016,4,"San Luis","D",3,"74"
"Maquinarias",2016,4,"Santa Cruz","Z",7,"78"
"Maquinarias",2016,4,"Santa Fe","S",112,"82"
"Maquinarias",2016,4,"Santiago del Estero","G",3,"86"
"Maquinarias",2016,4,"Tierra del Fuego","V",0,"94"
"Maquinarias",2016,4,"Tucumán","T",2,"90"
"Maquinarias",2016,5,"Buenos Aires","B",87,"06"
"Maquinarias",2016,5,"Catamarca","K",0,"10"
"Maquinarias",2016,5,"Chaco","H",8,"22"
"Maquinarias",2016,5,"Chubut","U",3,"26"
"Maquinarias",2016,5,"Ciudad Autónoma de Bs.As.","C",220,"02"
"Maquinarias",2016,5,"Córdoba","X",120,"14"
"Maquinarias",2016,5,"Corrientes","W",4,"18"
"Maquinarias",2016,5,"Entre Ríos","E",15,"30"
"Maquinarias",2016,5,"Formosa","P",4,"34"
"Maquinarias",2016,5,"Jujuy","Y",0,"38"
"Maquinarias",2016,5,"La Pampa","L",15,"42"
"Maquinarias",2016,5,"La Rioja","F",0,"46"
"Maquinarias",2016,5,"Mendoza","M",12,"50"
"Maquinarias",2016,5,"Misiones","N",0,"54"
"Maquinarias",2016,5,"Neuquén","Q",7,"58"
"Maquinarias",2016,5,"Río Negro","R",6,"62"
"Maquinarias",2016,5,"Salta","A",2,"66"
"Maquinarias",2016,5,"San Juan","J",0,"70"
"Maquinarias",2016,5,"San Luis","D",1,"74"
"Maquinarias",2016,5,"Santa Cruz","Z",0,"78"
"Maquinarias",2016,5,"Santa Fe","S",81,"82"
"Maquinarias",2016,5,"Santiago del Estero","G",0,"86"
"Maquinarias",2016,5,"Tierra del Fuego","V",1,"94"
"Maquinarias",2016,5,"Tucumán","T",4,"90"
"Maquinarias",2016,6,"Buenos Aires","B",86,"06"
"Maquinarias",2016,6,"Catamarca","K",3,"10"
"Maquinarias",2016,6,"Chaco","H",5,"22"
"Maquinarias",2016,6,"Chubut","U",3,"26"
"Maquinarias",2016,6,"Ciudad Autónoma de Bs.As.","C",140,"02"
"Maquinarias",2016,6,"Córdoba","X",112,"14"
"Maquinarias",2016,6,"Corrientes","W",4,"18"
"Maquinarias",2016,6,"Entre Ríos","E",18,"30"
"Maquinarias",2016,6,"Formosa","P",6,"34"
"Maquinarias",2016,6,"Jujuy","Y",4,"38"
"Maquinarias",2016,6,"La Pampa","L",9,"42"
"Maquinarias",2016,6,"La Rioja","F",0,"46"
"Maquinarias",2016,6,"Mendoza","M",9,"50"
"Maquinarias",2016,6,"Misiones","N",2,"54"
"Maquinarias",2016,6,"Neuquén","Q",1,"58"
"Maquinarias",2016,6,"Río Negro","R",6,"62"
"Maquinarias",2016,6,"Salta","A",4,"66"
"Maquinarias",2016,6,"San Juan","J",7,"70"
"Maquinarias",2016,6,"San Luis","D",1,"74"
"Maquinarias",2016,6,"Santa Cruz","Z",1,"78"
"Maquinarias",2016,6,"Santa Fe","S",90,"82"
"Maquinarias",2016,6,"Santiago del Estero","G",9,"86"
"Maquinarias",2016,6,"Tierra del Fuego","V",0,"94"
"Maquinarias",2016,6,"Tucumán","T",4,"90"
"Maquinarias",2016,7,"Buenos Aires","B",87,"06"
"Maquinarias",2016,7,"Catamarca","K",0,"10"
"Maquinarias",2016,7,"Chaco","H",9,"22"
"Maquinarias",2016,7,"Chubut","U",2,"26"
"Maquinarias",2016,7,"Ciudad Autónoma de Bs.As.","C",138,"02"
"Maquinarias",2016,7,"Córdoba","X",123,"14"
"Maquinarias",2016,7,"Corrientes","W",4,"18"
"Maquinarias",2016,7,"Entre Ríos","E",33,"30"
"Maquinarias",2016,7,"Formosa","P",1,"34"
"Maquinarias",2016,7,"Jujuy","Y",2,"38"
"Maquinarias",2016,7,"La Pampa","L",8,"42"
"Maquinarias",2016,7,"La Rioja","F",0,"46"
"Maquinarias",2016,7,"Mendoza","M",6,"50"
"Maquinarias",2016,7,"Misiones","N",1,"54"
"Maquinarias",2016,7,"Neuquén","Q",4,"58"
"Maquinarias",2016,7,"Río Negro","R",7,"62"
"Maquinarias",2016,7,"Salta","A",0,"66"
"Maquinarias",2016,7,"San Juan","J",1,"70"
"Maquinarias",2016,7,"San Luis","D",0,"74"
"Maquinarias",2016,7,"Santa Cruz","Z",0,"78"
"Maquinarias",2016,7,"Santa Fe","S",84,"82"
"Maquinarias",2016,7,"Santiago del Estero","G",1,"86"
"Maquinarias",2016,7,"Tierra del Fuego","V",3,"94"
"Maquinarias",2016,7,"Tucumán","T",1,"90"
"Maquinarias",2016,8,"Buenos Aires","B",90,"06"
"Maquinarias",2016,8,"Catamarca","K",0,"10"
"Maquinarias",2016,8,"Chaco","H",8,"22"
"Maquinarias",2016,8,"Chubut","U",4,"26"
"Maquinarias",2016,8,"Ciudad Autónoma de Bs.As.","C",220,"02"
"Maquinarias",2016,8,"Córdoba","X",120,"14"
"Maquinarias",2016,8,"Corrientes","W",2,"18"
"Maquinarias",2016,8,"Entre Ríos","E",23,"30"
"Maquinarias",2016,8,"Formosa","P",0,"34"
"Maquinarias",2016,8,"Jujuy","Y",2,"38"
"Maquinarias",2016,8,"La Pampa","L",7,"42"
"Maquinarias",2016,8,"La Rioja","F",0,"46"
"Maquinarias",2016,8,"Mendoza","M",10,"50"
"Maquinarias",2016,8,"Misiones","N",0,"54"
"Maquinarias",2016,8,"Neuquén","Q",9,"58"
"Maquinarias",2016,8,"Río Negro","R",1,"62"
"Maquinarias",2016,8,"Salta","A",1,"66"
"Maquinarias",2016,8,"San Juan","J",5,"70"
"Maquinarias",2016,8,"San Luis","D",3,"74"
"Maquinarias",2016,8,"Santa Cruz","Z",3,"78"
"Maquinarias",2016,8,"Santa Fe","S",88,"82"
"Maquinarias",2016,8,"Santiago del Estero","G",5,"86"
"Maquinarias",2016,8,"Tierra del Fuego","V",0,"94"
"Maquinarias",2016,8,"Tucumán","T",8,"90"
"Maquinarias",2016,9,"Buenos Aires","B",83,"06"
"Maquinarias",2016,9,"Catamarca","K",0,"10"
"Maquinarias",2016,9,"Chaco","H",16,"22"
"Maquinarias",2016,9,"Chubut","U",5,"26"
"Maquinarias",2016,9,"Ciudad Autónoma de Bs.As.","C",197,"02"
"Maquinarias",2016,9,"Córdoba","X",144,"14"
"Maquinarias",2016,9,"Corrientes","W",9,"18"
"Maquinarias",2016,9,"Entre Ríos","E",17,"30"
"Maquinarias",2016,9,"Formosa","P",2,"34"
"Maquinarias",2016,9,"Jujuy","Y",0,"38"
"Maquinarias",2016,9,"La Pampa","L",12,"42"
"Maquinarias",2016,9,"La Rioja","F",1,"46"
"Maquinarias",2016,9,"Mendoza","M",12,"50"
"Maquinarias",2016,9,"Misiones","N",0,"54"
"Maquinarias",2016,9,"Neuquén","Q",18,"58"
"Maquinarias",2016,9,"Río Negro","R",2,"62"
"Maquinarias",2016,9,"Salta","A",0,"66"
"Maquinarias",2016,9,"San Juan","J",8,"70"
"Maquinarias",2016,9,"San Luis","D",4,"74"
"Maquinarias",2016,9,"Santa Cruz","Z",0,"78"
"Maquinarias",2016,9,"Santa Fe","S",113,"82"
"Maquinarias",2016,9,"Santiago del Estero","G",2,"86"
"Maquinarias",2016,9,"Tierra del Fuego","V",0,"94"
"Maquinarias",2016,9,"Tucumán","T",5,"90"
"Maquinarias",2016,10,"Buenos Aires","B",101,"06"
"Maquinarias",2016,10,"Catamarca","K",0,"10"
"Maquinarias",2016,10,"Chaco","H",14,"22"
"Maquinarias",2016,10,"Chubut","U",2,"26"
"Maquinarias",2016,10,"Ciudad Autónoma de Bs.As.","C",214,"02"
"Maquinarias",2016,10,"Córdoba","X",140,"14"
"Maquinarias",2016,10,"Corrientes","W",4,"18"
"Maquinarias",2016,10,"Entre Ríos","E",16,"30"
"Maquinarias",2016,10,"Formosa","P",1,"34"
"Maquinarias",2016,10,"Jujuy","Y",3,"38"
"Maquinarias",2016,10,"La Pampa","L",11,"42"
"Maquinarias",2016,10,"La Rioja","F",0,"46"
"Maquinarias",2016,10,"Mendoza","M",6,"50"
"Maquinarias",2016,10,"Misiones","N",0,"54"
"Maquinarias",2016,10,"Neuquén","Q",10,"58"
"Maquinarias",2016,10,"Río Negro","R",6,"62"
"Maquinarias",2016,10,"Salta","A",3,"66"
"Maquinarias",2016,10,"San Juan","J",4,"70"
"Maquinarias",2016,10,"San Luis","D",7,"74"
"Maquinarias",2016,10,"Santa Cruz","Z",1,"78"
"Maquinarias",2016,10,"Santa Fe","S",92,"82"
"Maquinarias",2016,10,"Santiago del Estero","G",2,"86"
"Maquinarias",2016,10,"Tierra del Fuego","V",0,"94"
"Maquinarias",2016,10,"Tucumán","T",5,"90"
"Maquinarias",2016,11,"Buenos Aires","B",86,"06"
"Maquinarias",2016,11,"Catamarca","K",2,"10"
"Maquinarias",2016,11,"Chaco","H",8,"22"
"Maquinarias",2016,11,"Chubut","U",3,"26"
"Maquinarias",2016,11,"Ciudad Autónoma de Bs.As.","C",259,"02"
"Maquinarias",2016,11,"Córdoba","X",137,"14"
"Maquinarias",2016,11,"Corrientes","W",4,"18"
"Maquinarias",2016,11,"Entre Ríos","E",24,"30"
"Maquinarias",2016,11,"Formosa","P",1,"34"
"Maquinarias",2016,11,"Jujuy","Y",4,"38"
"Maquinarias",2016,11,"La Pampa","L",11,"42"
"Maquinarias",2016,11,"La Rioja","F",0,"46"
"Maquinarias",2016,11,"Mendoza","M",9,"50"
"Maquinarias",2016,11,"Misiones","N",1,"54"
"Maquinarias",2016,11,"Neuquén","Q",3,"58"
"Maquinarias",2016,11,"Río Negro","R",7,"62"
"Maquinarias",2016,11,"Salta","A",3,"66"
"Maquinarias",2016,11,"San Juan","J",4,"70"
"Maquinarias",2016,11,"San Luis","D",1,"74"
"Maquinarias",2016,11,"Santa Cruz","Z",0,"78"
"Maquinarias",2016,11,"Santa Fe","S",103,"82"
"Maquinarias",2016,11,"Santiago del Estero","G",0,"86"
"Maquinarias",2016,11,"Tierra del Fuego","V",0,"94"
"Maquinarias",2016,11,"Tucumán","T",5,"90"
"Maquinarias",2016,12,"Buenos Aires","B",88,"06"
"Maquinarias",2016,12,"Catamarca","K",2,"10"
"Maquinarias",2016,12,"Chaco","H",9,"22"
"Maquinarias",2016,12,"Chubut","U",4,"26"
"Maquinarias",2016,12,"Ciudad Autónoma de Bs.As.","C",178,"02"
"Maquinarias",2016,12,"Córdoba","X",145,"14"
"Maquinarias",2016,12,"Corrientes","W",8,"18"
"Maquinarias",2016,12,"Entre Ríos","E",19,"30"
"Maquinarias",2016,12,"Formosa","P",0,"34"
"Maquinarias",2016,12,"Jujuy","Y",1,"38"
"Maquinarias",2016,12,"La Pampa","L",10,"42"
"Maquinarias",2016,12,"La Rioja","F",1,"46"
"Maquinarias",2016,12,"Mendoza","M",9,"50"
"Maquinarias",2016,12,"Misiones","N",2,"54"
"Maquinarias",2016,12,"Neuquén","Q",18,"58"
"Maquinarias",2016,12,"Río Negro","R",6,"62"
"Maquinarias",2016,12,"Salta","A",1,"66"
"Maquinarias",2016,12,"San Juan","J",6,"70"
"Maquinarias",2016,12,"San Luis","D",5,"74"
"Maquinarias",2016,12,"Santa Cruz","Z",4,"78"
"Maquinarias",2016,12,"Santa Fe","S",114,"82"
"Maquinarias",2016,12,"Santiago del Estero","G",4,"86"
"Maquinarias",2016,12,"Tierra del Fuego","V",0,"94"
"Maquinarias",2016,12,"Tucumán","T",4,"90"
"Maquinarias",2017,1,"Buenos Aires","B",86,"06"
"Maquinarias",2017,1,"Catamarca","K",1,"10"
